dataset,datim_dataelement,shortname,code,dataelement,dataelementuid,dataelementdesc,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_STI_Age_Sex_RTRI_HIV,,bna7KaYmiBa,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"40-44, Female, Recent RTRI, Positive",Jct4yS3MNqs,Jct4yS3MNqs,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_STI_Age_Sex_RTRI_HIV,,bna7KaYmiBa,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"40-44, Male, Long-Term RTRI, Positive",XsnEzQzgbwd,XsnEzQzgbwd,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_STI_Age_Sex_RTRI_HIV,,bna7KaYmiBa,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"40-44, Male, Recent RTRI, Positive",Aygtopq2pcU,Aygtopq2pcU,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_STI_Age_Sex_RTRI_HIV,,bna7KaYmiBa,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"45-49, Female, Long-Term RTRI, Positive",rp6703b9F6l,rp6703b9F6l,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_STI_Age_Sex_RTRI_HIV,,bna7KaYmiBa,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"45-49, Female, Recent RTRI, Positive",zPOCGkgWGhO,zPOCGkgWGhO,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_STI_Age_Sex_RTRI_HIV,,bna7KaYmiBa,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"45-49, Male, Long-Term RTRI, Positive",p9zKwQpnpgU,p9zKwQpnpgU,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_STI_Age_Sex_RTRI_HIV,,bna7KaYmiBa,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"45-49, Male, Recent RTRI, Positive",vyrEjGFVNZV,vyrEjGFVNZV,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_STI_Age_Sex_RTRI_HIV,,bna7KaYmiBa,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"50+, Female, Long-Term RTRI, Positive",r3Fk4JLLQuQ,r3Fk4JLLQuQ,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_STI_Age_Sex_RTRI_HIV,,bna7KaYmiBa,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"50+, Female, Recent RTRI, Positive",tJOX8bgWV15,tJOX8bgWV15,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_STI_Age_Sex_RTRI_HIV,,bna7KaYmiBa,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"50+, Male, Long-Term RTRI, Positive",HHIkRVjsSeb,HHIkRVjsSeb,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_STI_Age_Sex_RTRI_HIV,,bna7KaYmiBa,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"50+, Male, Recent RTRI, Positive",aOrheuHmCp9,aOrheuHmCp9,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_STI_Age_Sex_RTRI_HIV,,bna7KaYmiBa,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"Unknown Age, Female, Long-Term RTRI, Positive",ULLAQIKd3Q4,ULLAQIKd3Q4,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_STI_Age_Sex_RTRI_HIV,,bna7KaYmiBa,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"Unknown Age, Female, Recent RTRI, Positive",VNczn8S2QqZ,VNczn8S2QqZ,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_STI_Age_Sex_RTRI_HIV,,bna7KaYmiBa,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"Unknown Age, Male, Long-Term RTRI, Positive",KDwLmDtptAA,KDwLmDtptAA,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_STI_Age_Sex_RTRI_HIV,,bna7KaYmiBa,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"Unknown Age, Male, Recent RTRI, Positive",bbUMNW0QhbM,bbUMNW0QhbM,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"15-19, Female, Confirmed Long-Term, Positive",ApVlYLRV6eM,ApVlYLRV6eM,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"15-19, Female, Confirmed Recent, Positive",UWsbAKRP2FZ,UWsbAKRP2FZ,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"15-19, Male, Confirmed Long-Term, Positive",ZF7PgMrjAR1,ZF7PgMrjAR1,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"15-19, Male, Confirmed Recent, Positive",aZtjPl8cPjo,aZtjPl8cPjo,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"20-24, Female, Confirmed Long-Term, Positive",YCNPxzZN75R,YCNPxzZN75R,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"20-24, Female, Confirmed Recent, Positive",ZfaGo1Ys3JN,ZfaGo1Ys3JN,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"20-24, Male, Confirmed Long-Term, Positive",NQ4QsG4R7kj,NQ4QsG4R7kj,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"20-24, Male, Confirmed Recent, Positive",hdR7pDwG0wf,hdR7pDwG0wf,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"25-29, Female, Confirmed Long-Term, Positive",ohyj0ZrLHu4,ohyj0ZrLHu4,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"25-29, Female, Confirmed Recent, Positive",rs2Q0FEeyLr,rs2Q0FEeyLr,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"25-29, Male, Confirmed Long-Term, Positive",IcxTMUsVceA,IcxTMUsVceA,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"25-29, Male, Confirmed Recent, Positive",m0L6rfK3rQq,m0L6rfK3rQq,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"30-34, Female, Confirmed Long-Term, Positive",mqQYKBSNxv0,mqQYKBSNxv0,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"30-34, Female, Confirmed Recent, Positive",Wz8zQVd5gIH,Wz8zQVd5gIH,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"30-34, Male, Confirmed Long-Term, Positive",GU8euPioxY9,GU8euPioxY9,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"30-34, Male, Confirmed Recent, Positive",HCCsLzD3ejY,HCCsLzD3ejY,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"35-39, Female, Confirmed Long-Term, Positive",CuyYp5PMjnI,CuyYp5PMjnI,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"35-39, Female, Confirmed Recent, Positive",dXaGYDoysi5,dXaGYDoysi5,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"35-39, Male, Confirmed Long-Term, Positive",H4IFNg1wjmz,H4IFNg1wjmz,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"35-39, Male, Confirmed Recent, Positive",FXxXDWnEX47,FXxXDWnEX47,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"40-44, Female, Confirmed Long-Term, Positive",q86uGcQ7JhN,q86uGcQ7JhN,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"40-44, Female, Confirmed Recent, Positive",X5O3fYXedmZ,X5O3fYXedmZ,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"40-44, Male, Confirmed Long-Term, Positive",lciPZm2VQ7E,lciPZm2VQ7E,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"40-44, Male, Confirmed Recent, Positive",DRHTTmxv4ay,DRHTTmxv4ay,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"45-49, Female, Confirmed Long-Term, Positive",dTce3jwEdiG,dTce3jwEdiG,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"45-49, Female, Confirmed Recent, Positive",JI9zdawDJCZ,JI9zdawDJCZ,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"45-49, Male, Confirmed Long-Term, Positive",fBkJb241Tqi,fBkJb241Tqi,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"45-49, Male, Confirmed Recent, Positive",ESUiJvVeqnR,ESUiJvVeqnR,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"50+, Female, Confirmed Long-Term, Positive",cgFmSk8RLyG,cgFmSk8RLyG,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"50+, Female, Confirmed Recent, Positive",chJW3tBIJ7F,chJW3tBIJ7F,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"50+, Male, Confirmed Long-Term, Positive",XPuhZ3gspfI,XPuhZ3gspfI,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"50+, Male, Confirmed Recent, Positive",fqiHnrCczqT,fqiHnrCczqT,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"Unknown Age, Female, Confirmed Long-Term, Positive",p3PDfFyX4qH,p3PDfFyX4qH,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"Unknown Age, Female, Confirmed Recent, Positive",YMTWEf403KQ,YMTWEf403KQ,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"Unknown Age, Male, Confirmed Long-Term, Positive",asJjUkEpd7P,asJjUkEpd7P,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, STI Clinic/Confirmatory/Age/Sex/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, STI/Confirm/Age/Sex/HIV)",HTS_RECENT_N_DSD_STI_Confirm_Age_Sex_HIV,,CnGTZxwrrTV,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"Unknown Age, Male, Confirmed Recent, Positive",SKfKBaLI8xb,SKfKBaLI8xb,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, TBClinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, TB/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_TB_Age_Sex_RTRI_HIV,,DkSGJZyKcAC,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"15-19, Female, Long-Term RTRI, Positive",nhNuxPFZAfW,nhNuxPFZAfW,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, TBClinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, TB/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_TB_Age_Sex_RTRI_HIV,,DkSGJZyKcAC,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"15-19, Female, Recent RTRI, Positive",q8MMwNxZw0N,q8MMwNxZw0N,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, TBClinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, TB/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_TB_Age_Sex_RTRI_HIV,,DkSGJZyKcAC,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"15-19, Male, Long-Term RTRI, Positive",Y1AWJX0lmkz,Y1AWJX0lmkz,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, TBClinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, TB/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_TB_Age_Sex_RTRI_HIV,,DkSGJZyKcAC,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"15-19, Male, Recent RTRI, Positive",j1rW2dwcHej,j1rW2dwcHej,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, TBClinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, TB/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_TB_Age_Sex_RTRI_HIV,,DkSGJZyKcAC,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"20-24, Female, Long-Term RTRI, Positive",CW9nayRDXKn,CW9nayRDXKn,,,
MER Results: Facility Based,"HTS_RECENT (N, DSD, TBClinic/Age/Sex/RTRI/HIVStatus): HIV recency test","HTS_RECENT (N, DSD, TB/Age/Sex/RTRI/HIV)",HTS_RECENT_N_DSD_TB_Age_Sex_RTRI_HIV,,DkSGJZyKcAC,Number of newly diagnosed HIV-positive persons aged greater than or equal to >_ 15yrs with a test for recent infection result during the reporting period,"20-24, Female, Recent RTRI, Positive",coDlrmJexdd,coDlrmJexdd,,,
